-0.331,0.531,0.269
0.028,0.581,0.299
0.689,-0.114,0.11
0.156,0.642,-0.332
0.536,0.342,0.329
0.106,0.118,0.503
-0.178,-0.088,0.666
0.625,0.089,0.032
0.789,-0.08,0
0.05,0.707,0.129
0.214,0.12,0.62
0.701,-0.046,-0.058
-0.412,0.527,-0.123
